temperature_moyenne,nb_lost_item
9.45,87
9.450000000000001,88
9.462499999999999,37
9.4625,100
9.462500000000002,34
9.471428571428572,5
9.471428571428573,13
9.474999999999998,2
9.475,120
9.475000000000001,19
9.487499999999999,93
9.4875,123
9.499999999999998,13
9.5,97
9.500000000000002,4
9.512499999999998,23
9.5125,122
9.512500000000001,63
9.524999999999999,53
9.525,102
9.525000000000002,3
9.528571428571428,2
9.533333333333333,21
9.5375,93
9.537500000000001,42
9.549999999999999,102
9.55,95
9.550000000000002,1
9.562499999999998,25
9.5625,82
9.562500000000002,28
9.566666666666666,2
9.571428571428571,8
9.575,137
9.575000000000001,88
9.587499999999999,33
9.5875,114
9.587500000000002,6
9.599999999999998,5
9.6,203
9.600000000000001,36
9.612499999999999,40
9.6125,117
9.614285714285714,9
9.624999999999998,10
9.625,146
9.625000000000002,12
9.628571428571428,44
9.633333333333333,3
9.6375,71
9.637500000000001,63
9.649999999999999,103
9.65,63
9.650000000000002,1
9.657142857142857,5
9.662499999999998,9
9.6625,87
9.662500000000001,70
9.671428571428573,4
9.674999999999999,77
9.675,72
9.685714285714287,8
9.687499999999998,8
9.6875,117
9.687500000000002,46
9.7,61
9.700000000000001,34
9.712499999999999,58
9.7125,147
9.712500000000002,4
9.714285714285714,9
9.724999999999998,21
9.725,103
9.725000000000001,51
9.737499999999999,46
9.7375,62
9.749999999999998,11
9.75,159
9.750000000000002,9
9.757142857142856,1
9.762499999999998,6
9.7625,57
9.762500000000001,80
9.77142857142857,6
9.774999999999999,20
9.775,100
9.775000000000002,38
9.787499999999998,7
9.7875,104
9.787500000000001,27
9.799999999999999,29
9.8,105
9.812499999999998,49
9.8125,143
9.812500000000002,15
9.814285714285715,6
9.825,38
9.825000000000001,67
9.837499999999999,22
9.8375,109
9.837500000000002,9
9.85,133
9.850000000000001,48
9.85714285714286,2
9.860000000000001,4
9.862499999999999,41
9.8625,145
9.862500000000002,1
9.866666666666667,1
9.874999999999998,3
9.875,102
9.875000000000002,49
9.885714285714286,1
9.8875,60
9.887500000000001,35
9.899999999999999,13
9.9,129
9.900000000000002,6
9.912499999999998,26
9.9125,106
9.912500000000001,36
9.924999999999999,51
9.925,115
9.928571428571429,1
9.937499999999998,8
9.9375,139
9.937500000000002,27
9.942857142857145,1
9.95,89
9.950000000000001,82
9.957142857142856,7
9.957142857142857,1
9.962499999999999,69
9.9625,129
9.962500000000002,10
9.966666666666667,6
9.975,116
9.975000000000001,72
9.987499999999997,14
9.987499999999999,54
9.9875,123
9.999999999999998,29
10.0,131
10.000000000000002,25
10.0125,197
10.012500000000001,127
10.024999999999999,37
10.025,84
10.025000000000002,16
10.028571428571428,2
10.037499999999998,11
10.0375,181
10.037500000000001,31
10.049999999999999,123
10.05,109
10.062499999999998,54
10.0625,114
10.062500000000002,21
10.071428571428571,2
10.074999999999998,7
10.075,75
10.075000000000001,134
10.087499999999999,55
10.0875,150
10.087500000000002,34
10.099999999999998,4
10.1,83
10.100000000000001,101
10.112499999999999,25
10.1125,99
10.124999999999998,20
10.125,201
10.125000000000002,57
10.137499999999998,16
10.1375,130
10.137500000000001,82
10.14,1
10.149999999999999,91
10.15,115
10.150000000000002,9
10.162499999999998,23
10.1625,77
10.162500000000001,83
10.174999999999999,53
10.175,100
10.175000000000002,10
10.187499999999998,18
10.1875,177
10.199999999999998,14
10.2,101
10.200000000000001,89
10.212499999999999,50
10.2125,87
10.212500000000002,29
10.224999999999998,4
10.225,189
10.225000000000001,33
10.22857142857143,6
10.237499999999999,59
10.2375,96
10.242857142857142,4
10.249999999999998,59
10.25,102
10.250000000000002,8
10.257142857142856,5
10.2625,110
10.262500000000001,73
10.262500000000003,1
10.266666666666666,1
10.274999999999999,33
10.275,55
10.275000000000002,18
10.287499999999998,1
10.2875,126
10.287500000000001,46
10.299999999999999,69
10.3,46
10.312499999999998,23
10.3125,100
10.312500000000002,32
10.314285714285715,4
10.325,38
10.325000000000001,50
10.333333333333334,3
10.337499999999999,35
10.3375,125
10.337500000000002,9
10.342857142857143,4
10.349999999999998,2
10.35,156
10.350000000000001,30
10.362499999999999,58
10.3625,35
10.374999999999998,44
10.375,91
10.375000000000002,37
10.38,2
10.3875,44
10.387500000000001,72
10.399999999999999,97
10.4,118
10.400000000000002,8
10.412499999999998,24
10.4125,102
10.412500000000001,73
10.414285714285715,2
10.424999999999999,33
10.425,98
10.428571428571429,5
10.437499999999998,25
10.4375,215
10.437500000000002,41
10.442857142857141,1
10.45,103
10.450000000000001,30
10.462499999999999,29
10.4625,96
10.462500000000002,27
10.471428571428572,19
10.474999999999998,9
10.475,224
10.475000000000001,54
10.485714285714286,10
10.487499999999999,51
10.4875,71
10.487500000000002,2
10.499999999999998,36
10.5,141
10.500000000000002,21
10.512499999999998,4
10.5125,150
10.512500000000001,51
10.524999999999999,78
10.525,97
10.537499999999998,18
10.5375,158
10.537500000000001,28
10.549999999999999,69
10.55,57
10.550000000000002,16
10.557142857142855,9
10.559999999999999,4
10.562499999999998,18
10.5625,151
10.562500000000002,14
10.574999999999998,7
10.575,103
10.575000000000001,136
10.585714285714285,5
10.587499999999999,57
10.5875,128
10.599999999999998,12
10.6,67
10.600000000000001,62
10.612499999999999,88
10.6125,108
10.624999999999998,35
10.625,150
10.625000000000002,3
10.637499999999998,31
10.6375,52
10.637500000000001,34
10.649999999999999,84
10.65,73
10.650000000000002,1
10.662499999999998,4
10.6625,95
10.662500000000001,47
10.674999999999999,35
10.675,105
10.675000000000002,23
10.685714285714287,3
10.687499999999998,17
10.6875,110
10.687500000000002,40
10.699999999999998,3
10.7,65
10.700000000000001,70
10.712499999999999,38
10.7125,114
10.712500000000002,6
10.716666666666667,1
10.724999999999998,1
10.725,104
10.725000000000001,69
10.728571428571428,1
10.72857142857143,6
10.737499999999999,45
10.7375,114
10.737500000000002,10
10.749999999999998,22
10.75,92
10.750000000000002,15
10.762499999999998,11
10.7625,94
10.762500000000001,67
10.771428571428572,4
10.774999999999999,34
10.775,155
10.785714285714286,7
10.787499999999998,7
10.7875,115
10.787500000000001,51
10.799999999999999,86
10.8,115
10.800000000000002,1
10.812499999999998,49
10.8125,64
10.812500000000002,44
10.814285714285713,7
10.824999999999998,10
10.825,97
10.825000000000001,97
10.837499999999999,14
10.8375,105
10.837500000000002,16
10.842857142857142,8
10.842857142857143,14
10.849999999999998,5
10.85,137
10.850000000000001,40
10.862499999999999,57
10.8625,77
10.862500000000002,1
10.874999999999998,23
10.875,78
10.875000000000002,24
10.883333333333333,4
10.8875,107
10.887500000000001,86
10.887500000000003,3
10.899999999999999,20
10.9,219
10.900000000000002,3
10.912499999999998,3
10.9125,59
10.912500000000001,69
10.924999999999997,24
10.924999999999999,77
10.925,98
10.937499999999998,18
10.9375,134
10.937500000000002,17
10.942857142857141,1
10.949999999999998,4
10.95,111
10.950000000000001,58
10.962499999999999,53
10.9625,65
10.962500000000002,9
10.975,116
10.975000000000001,51
10.987499999999999,79
10.9875,108
10.987500000000002,23
10.999999999999998,33
11.0,105
11.000000000000002,24
11.0125,90
11.012500000000001,51
11.016666666666666,5
11.024999999999999,80
11.025,73
11.025000000000002,10
11.037499999999998,30
11.0375,145
11.037500000000001,29
11.042857142857143,3
11.049999999999999,53
11.05,53
11.050000000000002,3
11.057142857142859,7
11.06,3
11.062499999999998,21
11.0625,159
11.062500000000002,36
11.074999999999998,6
11.075,139
11.075000000000001,105
11.075000000000003,5
11.085714285714285,19
11.087499999999999,93
11.0875,104
11.087500000000002,13
11.099999999999998,16
11.1,81
11.100000000000001,75
11.112499999999999,76
11.1125,131
11.112500000000002,7
11.124999999999998,32
11.125,79
11.125000000000002,15
11.1375,89
11.137500000000001,56
11.137500000000003,13
11.149999999999999,62
11.15,131
11.150000000000002,38
11.162499999999998,18
11.1625,38
11.162500000000001,32
11.171428571428569,10
11.174999999999999,91
11.175,106
11.18,1
11.185714285714285,6
11.187499999999998,64
11.1875,110
11.187500000000002,47
11.2,198
11.200000000000001,90
11.212499999999999,113
11.2125,184
11.212500000000002,46
11.214285714285714,2
11.224999999999998,2
11.225,109
11.225000000000001,47
11.237499999999999,98
11.2375,83
11.242857142857146,5
11.249999999999998,28
11.25,115
11.250000000000002,31
11.262499999999998,15
11.2625,39
11.262500000000001,44
11.27142857142857,1
11.274999999999999,35
11.275,109
11.275000000000002,14
11.287499999999998,6
11.2875,63
11.287500000000001,31
11.299999999999999,92
11.3,114
11.300000000000002,1
11.312499999999998,27
11.3125,196
11.312500000000002,13
11.324999999999998,7
11.325,86
11.325000000000001,23
11.337499999999999,32
11.3375,99
11.337500000000002,11
11.349999999999998,5
11.35,187
11.350000000000001,79
11.357142857142858,1
11.362499999999997,1
11.362499999999999,25
11.3625,77
11.366666666666667,2
11.374999999999998,31
11.375,85
11.375000000000002,11
11.383333333333333,9
11.385714285714286,2
11.387499999999998,1
11.3875,34
11.387500000000001,178
11.387500000000003,1
11.399999999999999,47
11.4,145
11.400000000000002,8
11.412499999999998,3
11.4125,155
11.412500000000001,14
11.414285714285715,3
11.424999999999999,94
11.425,125
11.425000000000002,3
11.428571428571429,1
11.437499999999998,15
11.4375,77
11.437500000000002,9
11.45,103
11.450000000000001,143
11.450000000000003,35
11.462499999999999,34
11.4625,82
11.462500000000002,4
11.471428571428572,2
11.471428571428573,3
11.474999999999998,71
11.475,128
11.475000000000001,24
11.483333333333334,1
11.485714285714284,16
11.485714285714286,4
11.487499999999997,3
11.487499999999999,68
11.4875,97
11.499999999999998,8
11.5,110
11.500000000000002,35
11.5125,105
11.512500000000001,80
11.512500000000003,1
11.524999999999999,64
11.525,92
11.525000000000002,3
11.528571428571428,15
11.537499999999998,4
11.5375,107
11.537500000000001,26
11.549999999999999,30
11.55,79
11.550000000000002,5
11.562499999999998,9
11.5625,148
11.562500000000002,67
11.574999999999998,2
11.575,90
11.575000000000001,58
11.587499999999999,72
11.5875,159
11.587500000000002,43
11.599999999999998,38
11.6,158
11.600000000000001,29
11.612499999999999,69
11.6125,100
11.624999999999998,2
11.625,121
11.625000000000002,25
11.637499999999998,2
11.6375,98
11.637500000000001,48
11.649999999999999,83
11.65,110
11.662499999999998,6
11.6625,110
11.662500000000001,41
11.674999999999997,18
11.674999999999999,52
11.675,141
11.687499999999998,27
11.6875,146
11.687500000000002,50
11.7,83
11.700000000000001,114
11.712499999999999,58
11.7125,85
11.712500000000002,4
11.714285714285717,3
11.724999999999998,2
11.725,123
11.725000000000001,5
11.737499999999999,135
11.7375,70
11.737500000000002,14
11.749999999999998,36
11.75,153
11.750000000000002,13
11.762499999999998,2
11.7625,75
11.762500000000001,40
11.762500000000003,6
11.774999999999999,41
11.775,131
11.775000000000002,14
11.785714285714286,6
11.787499999999998,32
11.7875,101
11.787500000000001,39
11.799999999999997,3
11.799999999999999,17
11.8,119
11.800000000000002,5
11.812499999999998,41
11.8125,91
11.812500000000002,16
11.825,167
11.825000000000001,93
11.837499999999999,41
11.8375,72
11.837500000000002,3
11.849999999999998,13
11.85,100
11.850000000000001,65
11.860000000000001,8
11.862499999999999,52
11.8625,89
11.862500000000002,3
11.87142857142857,4
11.874999999999998,15
11.875,109
11.875000000000002,9
11.885714285714284,1
11.887499999999998,9
11.8875,117
11.887500000000001,44
11.887500000000003,2
11.899999999999997,4
11.899999999999999,39
11.9,111
11.900000000000002,15
11.912499999999998,22
11.9125,83
11.912500000000001,55
11.92,6
11.924999999999999,32
11.925,143
11.925000000000002,1
11.928571428571429,2
11.937499999999998,21
11.9375,103
11.937500000000002,14
11.95,43
11.950000000000001,28
11.950000000000003,2
11.962499999999999,52
11.9625,61
11.962500000000002,17
11.971428571428573,2
11.974999999999998,16
11.975,88
11.975000000000001,43
11.98,1
11.983333333333334,5
11.987499999999999,67
11.9875,85
11.999999999999998,12
12.0,86
12.000000000000002,9
12.012499999999998,3
12.0125,21
12.012500000000001,42
12.014285714285714,2
12.014285714285716,5
12.024999999999999,42
12.025,52
12.025000000000002,7
12.033333333333333,9
12.037499999999998,39
12.0375,88
12.037500000000001,53
12.049999999999999,87
12.05,85
12.050000000000002,19
12.062499999999998,7
12.0625,109
12.062500000000002,30
12.075,59
12.075000000000001,45
12.075000000000003,1
12.083333333333334,1
12.085714285714285,10
12.087499999999999,55
12.0875,144
12.087500000000002,21
12.099999999999998,19
12.1,75
12.100000000000001,43
12.100000000000003,5
12.112499999999999,53
12.1125,129
12.114285714285714,1
12.114285714285716,3
12.124999999999998,24
12.125,79
12.125000000000002,17
12.1375,119
12.137500000000001,40
12.142857142857142,2
12.149999999999999,26
12.15,96
12.150000000000002,8
12.157142857142858,11
12.162499999999998,57
12.1625,90
12.162500000000001,83
12.174999999999997,5
12.174999999999999,73
12.175,67
12.175000000000002,4
12.187499999999998,1
12.1875,82
12.187500000000002,16
12.2,52
12.200000000000001,77
12.200000000000003,12
12.212499999999997,1
12.212499999999999,24
12.2125,105
12.212500000000002,8
12.224999999999998,6
12.225,122
12.225000000000001,101
12.228571428571428,1
12.22857142857143,1
12.237499999999999,60
12.2375,108
12.237500000000002,1
12.242857142857144,11
12.249999999999998,37
12.25,80
12.250000000000002,53
12.257142857142858,4
12.262499999999998,11
12.2625,80
12.262500000000001,60
12.266666666666666,4
12.271428571428572,4
12.274999999999997,1
12.274999999999999,80
12.275,63
12.275000000000002,6
12.287499999999998,2
12.2875,50
12.287500000000001,52
12.299999999999997,19
12.299999999999999,44
12.3,79
12.312499999999998,46
12.3125,77
12.312500000000002,33
12.324999999999998,4
12.325,116
12.325000000000001,93
12.325000000000003,1
12.337499999999999,27
12.3375,107
12.337500000000002,25
12.349999999999998,7
12.35,100
12.350000000000001,42
12.362499999999999,34
12.3625,94
12.362500000000002,8
12.374999999999998,47
12.375,144
12.375000000000002,13
12.387499999999998,6
12.3875,104
12.387500000000001,48
12.399999999999999,25
12.4,104
12.400000000000002,4
12.412499999999998,18
12.4125,112
12.412500000000001,44
12.424999999999999,56
12.425,200
12.437499999999998,17
12.4375,101
12.437500000000002,17
12.449999999999998,3
12.45,106
12.450000000000001,80
12.450000000000003,6
12.462499999999999,30
12.4625,83
12.462500000000002,16
12.474999999999998,16
12.475,49
12.475000000000001,33
12.483333333333333,10
12.487499999999999,45
12.4875,148
12.487500000000002,5
12.499999999999996,1
12.499999999999998,23
12.5,66
12.500000000000002,1
12.5125,59
12.512500000000001,59
12.51428571428571,6
12.524999999999999,75
12.525,99
12.525000000000002,1
12.537499999999998,20
12.5375,77
12.537500000000001,52
12.542857142857143,2
12.549999999999999,110
12.55,93
12.562499999999998,7
12.5625,71
12.562500000000002,40
12.571428571428571,21
12.571428571428573,1
12.575,63
12.575000000000001,84
12.575000000000003,2
12.583333333333334,5
12.587499999999999,81
12.5875,102
12.587500000000002,21
12.599999999999998,8
12.6,77
12.600000000000001,28
12.612499999999999,44
12.6125,115
12.612500000000002,18
12.624999999999998,43
12.625,153
12.625000000000002,36
12.633333333333333,3
12.637499999999998,1
12.6375,59
12.637500000000001,51
12.649999999999997,2
12.649999999999999,11
12.65,85
12.650000000000002,9
12.657142857142857,2
12.662499999999998,22
12.6625,143
12.662500000000001,17
12.666666666666666,5
12.674999999999999,99
12.675,67
12.687499999999998,24
12.6875,136
12.687500000000002,50
12.699999999999998,2
12.7,38
12.700000000000001,82
12.712499999999999,58
12.7125,134
12.712500000000002,46
12.724999999999998,19
12.725,94
12.725000000000001,22
12.725000000000003,9
12.728571428571428,4
12.737499999999999,82
12.7375,86
12.749999999999996,1
12.749999999999998,26
12.75,164
12.750000000000002,21
12.757142857142858,12
12.762499999999998,15
12.7625,83
12.762500000000001,59
12.762500000000003,1
12.774999999999999,13
12.775,84
12.775000000000002,32
12.783333333333331,1
12.787499999999998,8
12.7875,55
12.787500000000001,47
12.799999999999997,1
12.799999999999999,85
12.8,138
12.800000000000002,27
12.812499999999998,15
12.8125,130
12.812500000000002,54
12.814285714285715,2
12.824999999999998,9
12.825,54
12.825000000000001,14
12.825000000000003,3
12.828571428571427,2
12.837499999999999,47
12.8375,71
12.837500000000002,20
12.849999999999998,26
12.85,75
12.850000000000001,25
12.862499999999999,42
12.8625,62
12.874999999999998,46
12.875,100
12.875000000000002,34
12.887499999999998,5
12.8875,59
12.887500000000001,41
12.887500000000003,6
12.899999999999999,47
12.9,66
12.900000000000002,12
12.912499999999998,41
12.9125,54
12.912500000000001,89
12.914285714285715,13
12.924999999999997,2
12.924999999999999,76
12.925,83
12.925000000000002,3
12.933333333333335,1
12.937499999999998,3
12.9375,87
12.937500000000002,19
12.949999999999998,3
12.95,100
12.950000000000001,42
12.950000000000003,8
12.957142857142857,1
12.962499999999999,30
12.9625,51
12.962500000000002,43
12.974999999999998,16
12.975,86
12.975000000000001,17
12.985714285714286,17
12.987499999999999,93
12.9875,50
12.987500000000002,13
12.999999999999998,8
13.0,88
13.000000000000002,11
13.012499999999996,5
13.0125,122
13.012500000000001,48
13.014285714285714,23
13.024999999999999,21
13.025,127
13.025000000000002,18
13.028571428571428,4
13.037499999999998,23
13.0375,122
13.037500000000001,42
13.042857142857143,8
13.042857142857144,2
13.049999999999999,54
13.05,75
13.062499999999998,69
13.0625,89
13.062500000000002,70
13.071428571428571,1
13.074999999999998,14
13.075,136
13.075000000000001,57
13.087499999999999,106
13.0875,84
13.087500000000002,28
13.099999999999998,18
13.1,70
13.100000000000001,56
13.112499999999997,2
13.112499999999999,56
13.1125,32
13.112500000000002,8
13.124999999999998,19
13.125,83
13.128571428571428,8
13.133333333333335,4
13.137499999999998,14
13.1375,113
13.137500000000001,20
13.137500000000003,2
13.149999999999999,42
13.15,96
13.150000000000002,6
13.1625,27
13.162500000000001,90
13.171428571428573,4
13.174999999999999,79
13.175,48
13.175000000000002,20
13.183333333333332,4
13.187499999999998,19
13.1875,51
13.187500000000002,8
13.187500000000004,1
13.199999999999998,6
13.2,64
13.200000000000001,50
13.200000000000003,13
13.212499999999999,40
13.2125,59
13.212500000000002,3
13.216666666666667,3
13.220000000000002,1
13.224999999999998,2
13.225,56
13.225000000000001,66
13.225000000000003,3
13.237499999999997,22
13.237499999999999,43
13.2375,69
13.237500000000002,4
13.242857142857144,1
13.249999999999998,6
13.25,45
13.250000000000002,17
13.262499999999998,22
13.2625,105
13.262500000000001,77
13.262500000000003,4
13.274999999999999,80
13.275,74
13.275000000000002,3
13.287499999999998,48
13.2875,31
13.287500000000001,68
13.299999999999999,51
13.3,67
13.300000000000002,3
13.312499999999996,1
13.312499999999998,13
13.3125,102
13.312500000000002,40
13.324999999999998,6
13.325,106
13.325000000000001,54
13.328571428571427,2
13.337499999999999,49
13.3375,27
13.337500000000002,51
13.349999999999998,9
13.35,95
13.350000000000001,60
13.357142857142858,9
13.362499999999999,17
13.3625,135
13.362500000000002,2
13.374999999999998,13
13.375,116
13.375000000000002,59
13.387499999999998,8
13.3875,66
13.387500000000001,31
13.387500000000003,1
13.399999999999999,63
13.4,41
13.400000000000002,12
13.412499999999998,11
13.4125,76
13.412500000000001,50
13.424999999999999,50
13.425,75
13.437499999999998,23
13.4375,89
13.437500000000002,8
13.45,85
13.450000000000001,45
13.450000000000003,8
13.457142857142857,1
13.462499999999999,26
13.4625,56
13.462500000000002,44
13.466666666666667,4
13.471428571428572,2
13.474999999999998,8
13.475,48
13.475000000000001,71
13.48,1
13.487499999999997,3
13.487499999999999,64
13.4875,37
13.487500000000002,5
13.499999999999998,21
13.5,69
13.500000000000002,33
13.512499999999998,2
13.5125,114
13.512500000000001,79
13.514285714285714,19
13.514285714285716,10
13.524999999999999,37
13.525,70
13.525000000000002,20
13.528571428571427,1
13.537499999999998,17
13.5375,69
13.537500000000001,25
13.542857142857143,18
13.549999999999997,5
13.549999999999999,28
13.55,62
13.550000000000002,11
13.557142857142853,10
13.557142857142859,6
13.562499999999998,41
13.5625,62
13.562500000000002,18
13.574999999999998,3
13.575,104
13.575000000000001,59
13.585714285714285,1
13.587499999999999,34
13.5875,61
13.587500000000002,38
13.599999999999998,2
13.6,46
13.600000000000001,34
13.612499999999999,71
13.6125,89
13.614285714285714,4
13.616666666666667,1
13.624999999999998,8
13.625,104
13.625000000000002,30
13.628571428571428,10
13.62857142857143,2
13.637499999999998,10
13.6375,37
13.637500000000001,15
13.637500000000003,5
13.649999999999999,39
13.65,107
13.650000000000002,21
13.662499999999998,3
13.6625,55
13.662500000000001,61
13.666666666666666,2
13.674999999999997,4
13.674999999999999,17
13.675,74
13.675000000000002,3
13.679999999999998,3
13.687499999999998,17
13.6875,123
13.687500000000002,28
13.7,37
13.700000000000001,46
13.712499999999999,27
13.7125,76
13.712500000000002,7
13.714285714285714,3
13.724999999999998,8
13.725,99
13.725000000000001,18
13.737499999999997,13
13.737499999999999,64
13.7375,67
13.737500000000002,30
13.742857142857144,2
13.749999999999998,7
13.75,174
13.750000000000002,57
13.762499999999998,17
13.7625,54
13.762500000000001,28
13.762500000000003,24
13.774999999999999,25
13.775,66
13.775000000000002,2
13.787499999999998,4
13.7875,121
13.787500000000001,35
13.799999999999997,12
13.799999999999999,41
13.8,47
13.800000000000002,7
13.812499999999998,21
13.8125,124
13.812500000000002,2
13.824999999999998,4
13.825,81
13.825000000000001,34
13.828571428571427,1
13.837499999999997,35
13.837499999999999,74
13.8375,39
13.837500000000002,24
13.849999999999998,17
13.85,52
13.850000000000001,36
13.862499999999999,34
13.8625,75
13.862500000000002,9
13.871428571428572,7
13.874999999999998,10
13.875,114
13.875000000000002,25
13.88,5
13.885714285714286,1
13.887499999999998,5
13.8875,49
13.887500000000001,16
13.899999999999999,31
13.9,39
13.900000000000002,34
13.912499999999998,1
13.9125,74
13.912500000000001,18
13.914285714285713,1
13.914285714285715,1
13.924999999999999,47
13.925,84
13.925000000000002,5
13.937499999999998,11
13.9375,53
13.937500000000002,43
13.942857142857145,9
13.949999999999998,12
13.95,58
13.950000000000001,49
13.962499999999999,38
13.9625,32
13.962500000000002,31
13.966666666666667,1
13.971428571428573,6
13.974999999999998,12
13.975,81
13.975000000000001,18
13.987499999999999,35
13.9875,43
13.987500000000002,8
13.999999999999998,3
14.0,80
14.000000000000002,16
14.012499999999998,9
14.0125,81
14.012500000000001,33
14.014285714285714,1
14.024999999999999,45
14.025,51
14.025000000000002,11
14.037499999999998,22
14.0375,85
14.037500000000001,26
14.049999999999997,2
14.049999999999999,42
14.05,72
14.050000000000002,15
14.057142857142859,7
14.062499999999996,3
14.062499999999998,24
14.0625,98
14.062500000000002,10
14.071428571428571,5
14.075,75
14.075000000000001,45
14.085714285714285,1
14.087499999999997,7
14.087499999999999,58
14.0875,78
14.087500000000002,18
14.099999999999998,45
14.1,113
14.100000000000001,54
14.112499999999999,58
14.1125,75
14.112500000000002,15
14.114285714285716,12
14.124999999999998,18
14.125,59
14.125000000000002,13
14.128571428571428,6
14.137499999999998,3
14.1375,148
14.137500000000001,109
14.137500000000003,12
14.149999999999999,29
14.15,92
14.150000000000002,24
14.150000000000004,12
14.157142857142855,2
14.16,7
14.162499999999998,32
14.1625,75
14.162500000000001,62
14.174999999999999,37
14.175,36
14.183333333333335,2
14.187499999999998,14
14.1875,59
14.187500000000002,17
14.199999999999998,5
14.2,99
14.200000000000001,36
14.212499999999999,36
14.2125,77
14.212500000000002,7
14.214285714285714,1
14.224999999999998,8
14.225,97
14.225000000000001,60
14.233333333333334,4
14.237499999999999,81
14.2375,117
14.237500000000002,5
14.242857142857144,1
14.249999999999996,1
14.249999999999998,16
14.25,92
14.250000000000002,6
14.257142857142856,1
14.262499999999998,5
14.2625,91
14.262500000000001,47
14.274999999999999,57
14.275,77
14.275000000000002,5
14.285714285714286,2
14.287499999999998,7
14.2875,76
14.287500000000001,43
14.299999999999999,87
14.3,79
14.312499999999998,20
14.3125,48
14.312500000000002,38
14.324999999999998,2
14.325,67
14.325000000000001,55
14.328571428571427,1
14.337499999999999,10
14.3375,80
14.337500000000002,14
14.349999999999998,23
14.35,106
14.350000000000001,48
14.350000000000003,2
14.357142857142858,21
14.362499999999999,47
14.3625,101
14.362500000000002,2
14.37142857142857,2
14.374999999999996,1
14.374999999999998,19
14.375,79
14.375000000000002,26
14.387499999999998,9
14.3875,97
14.387500000000001,42
14.387500000000003,8
14.399999999999999,50
14.4,35
14.400000000000002,34
14.412499999999998,11
14.4125,130
14.412500000000001,90
14.414285714285715,1
14.424999999999997,21
14.424999999999999,43
14.425,50
14.437499999999998,22
14.4375,104
14.437500000000002,12
14.45,46
14.450000000000001,83
14.457142857142856,3
14.457142857142857,18
14.462499999999999,43
14.4625,86
14.462500000000002,26
14.471428571428572,1
14.474999999999998,46
14.475,54
14.475000000000001,40
14.485714285714286,11
14.487499999999997,25
14.487499999999999,76
14.4875,65
14.487500000000002,2
14.499999999999998,8
14.5,60
14.500000000000002,29
14.512499999999998,7
14.5125,118
14.512500000000001,74
14.512500000000003,2
14.524999999999999,70
14.525,12
14.525000000000002,17
14.528571428571427,2
14.528571428571428,4
14.537499999999998,8
14.5375,49
14.537500000000001,11
14.542857142857143,3
14.549999999999997,1
14.549999999999999,28
14.55,52
14.557142857142855,2
14.562499999999998,81
14.5625,152
14.562500000000002,16
14.574999999999998,5
14.575,40
14.575000000000001,48
14.575000000000003,3
14.587499999999999,47
14.5875,43
14.587500000000002,15
14.599999999999998,3
14.6,30
14.600000000000001,110
14.612499999999997,11
14.612499999999999,17
14.6125,43
14.612500000000002,4
14.624999999999998,36
14.625,85
14.625000000000002,1
14.637499999999998,8
14.6375,63
14.637500000000001,46
14.637500000000003,12
14.642857142857142,12
14.649999999999999,29
14.65,43
14.650000000000002,20
14.657142857142857,4
14.6625,79
14.662500000000001,45
14.671428571428573,3
14.674999999999997,10
14.674999999999999,20
14.675,61
14.675000000000002,34
14.687499999999998,9
14.6875,74
14.687500000000002,44
14.699999999999998,4
14.7,107
14.700000000000001,38
14.700000000000003,27
14.712499999999999,25
14.7125,105
14.712500000000002,17
14.714285714285714,3
14.724999999999998,40
14.725,67
14.725000000000001,57
14.737499999999997,4
14.737499999999999,42
14.7375,39
14.737500000000002,14
14.742857142857142,5
14.749999999999998,35
14.75,100
14.750000000000002,21
14.757142857142858,8
14.76,24
14.762499999999998,2
14.7625,91
14.762500000000001,85
14.762500000000003,3
14.774999999999999,66
14.775,65
14.775000000000002,10
14.787499999999998,5
14.7875,59
14.787500000000001,54
14.787500000000003,1
14.799999999999999,36
14.8,100
14.800000000000002,3
14.812499999999998,4
14.8125,85
14.812500000000002,34
14.814285714285713,5
14.825,80
14.825000000000001,108
14.825000000000003,9
14.828571428571427,9
14.837499999999999,72
14.8375,41
14.837500000000002,13
14.849999999999998,11
14.85,70
14.850000000000001,60
14.862499999999997,11
14.862499999999999,20
14.8625,85
14.874999999999998,35
14.875,112
14.875000000000002,20
14.875000000000004,17
14.887499999999998,5
14.8875,94
14.887500000000001,22
14.887500000000003,2
14.899999999999999,54
14.9,27
14.900000000000002,15
14.912499999999998,14
14.9125,33
14.912500000000001,18
14.914285714285715,2
14.924999999999997,2
14.924999999999999,32
14.925,54
14.937499999999998,41
14.9375,74
14.937500000000002,9
14.942857142857141,1
14.95,79
14.950000000000001,81
14.962499999999999,58
14.9625,83
14.962500000000002,15
14.971428571428572,2
14.974999999999998,5
14.975,60
14.975000000000001,43
14.975000000000003,5
14.985714285714286,1
14.987499999999997,11
14.987499999999999,37
14.9875,80
14.999999999999998,37
15.0,117
15.000000000000002,35
15.012499999999998,2
15.0125,114
15.012500000000001,14
15.012500000000003,6
15.014285714285714,2
15.014285714285716,11
15.024999999999999,43
15.025,102
15.025000000000002,21
15.028571428571427,4
15.037499999999998,52
15.0375,81
15.037500000000001,65
15.049999999999997,5
15.049999999999999,51
15.05,102
15.057142857142855,1
15.062499999999998,37
15.0625,35
15.062500000000002,15
15.075,52
15.075000000000001,63
15.075000000000003,8
